,Adjective,Sentence,Noun
1160,"['TERRIBLE', 'ENDLESS', 'ETERNAL', 'LEAST', 'WICKED', 'OTHER', 'CATACLYSMIC', 'MASSIVE', 'GEOLOGICAL', 'ENORMOUS', 'HEAVENLY', 'SIGNIFICANT', 'PLENTIFUL', 'POLITICAL', 'HEAVY', 'AGRICULTURAL']",ranking angels will depart the temple in heaven and bring seven plagues on the the banners of heaven are terrible in the sight of the the devil will be cast down into an endless and eternal pity with his sealed at least a part of the judgment will be self inflicted as the wicked destroy the wicked in a nuclear the other portions of destruction are cataclysmic in nature as returning earth fragments cause massive geological transformations and an enormous the saints will continue to be spared as they gather physically into the Holy city with its forced exodus will be caused by the arch who actively seeks the destruction of the heavenly angels will descend and protect a significant portion of the saints from resources will be plentiful until political interuptions cause almost all commerce will be disrupted by the heavy fighting caused by scarce and money and this disruption will affect agricultural production,heaven
1161,"['AUSTRALIAN', 'CURRENT', 'RENTAL']",Roger Montgomery says Australian real estate price may be 45 percent overvalued in price based on current rental yields,Montgomery
1162,"['CUBIC', 'LIQUID', 'NATURAL']",The Piceance Basin has 300 trillion cubic feet of natural of the liquid rich natural gas can be recovered,Basin
1163,"['LARGEST', 'NATURAL', 'LOCAL']",New Mexico is the largest oil and natural gas generating over billion in oil and natural gas production and generating of the state and local government revenue,Mexico
1164,"['PRIVATE', 'STATIC', 'EXTERN', 'BOOLEAN']",private static extern Boolean private const int private const int static void bool using mutex new out if Application,const
1165,"['PUBLIC', 'PARTIAL', 'PRIVATE', 'DYNAMIC']",public partial class MainWindow public private dynamic string dynamic new,MainWindow
1166,"['REGULAR', 'LOWER', 'UPPER', 'WHITE']",Regular ends with any lower case upper case any no any white none white 0 or 1 or min and max,white
1167,"['CONCRETE', 'ABSTRACT', 'PUBLIC']",return and Concrete abstract class public abstract class public string Key public Object Value public Boolean Processed public String BuilderName class TruckBuilder public override list new Type t product,TruckBuilder
1168,"['PUBLIC', 'PARTIAL', 'PRIVATE']",type public partial class FactoryPattern public FactoryApplication application new private void RoutedEventArgs application,RoutedEventArgs
1169,"['ABSTRACT', 'PUBLIC', 'BOOLEAN']",typeOfCompute Subtraction abstract class public Boolean public String public float float float retVal return public void protected abstract float float class Addition public typeOfCompute,Addition
1170,"['PRIVATE', 'STATIC', 'COMPUTELIST']",protected override float float return sealed class private static ReusablePool private computeList new int i for i lock computeList,computeList
1171,"['PUBLIC', 'STATIC', 'REUSABLE', 'RETREUSABLE']",return public static ReusablePool if instance new return public Reusable Reusable retReusable lock foreach reusable in computeList,foreach
1172,"['PUBLIC', 'PARTIAL', 'PRIVATE']",public partial class FactoryPattern Information inforamtion new public FactoryApplication application new private void RoutedEventArgs application,RoutedEventArgs
1173,"['PUBLIC', 'PRIVATE', 'NEWFILENAME', 'ABSTRACT', 'STATIC']",const int const int Request public string private int private string public int return class public String OldFileName public string NewFileName public int FoundCount public string abstract abstract class protected Handler protected static string Environment,FoundCount
1174,"['PUBLIC', 'PRIVATE', 'CONCRETE']",Create the dependency injection by assigning an custom interface in the public class PeopleController private IAddressBookRepository IAddressBookRepository and concrete public interface void void AddressBook string public class,AddressBook
1175,"['PUBLIC', 'DECIMAL', 'PRIVATE']",public class public int ProductID public string Name public string Category public decimal Price public class private products new Product new Product,Product
1176,"['PUBLIC', 'PRODUCTCHANGED', 'PRIVATE']",When the products array changes from an old product to new product for an index than two delegate functions are OnProductChange and onProductChangeMessage delegate void Product Product public ProductChanged private string private products new Product new Product,Product
1177,"['ABSTRACT', 'PUBLIC', 'PRIVATE']",Method in the abstract class was abstract public void abstract public void abstract public void class UnitTestConcreteClass private bool private bool private bool public public void Assert,UnitTestConcreteClass
1178,"['STATIC', 'PUBLIC', 'FOREACH', 'DECIMAL']",Linq Extension static class public static foreach item in if yield return public class public int ProductID public string Name public string Category public decimal Price,Extension
1179,"['PUBLIC', 'STATIC', 'DBMANAGER']",void void void public interface IDBManager public interface interface void void void Resolver public static class const string assetInterface const string outputManagerInterface const string dbManager public static IEntity Type parameterType the concrete if,IEntity
1180,"['ABSTRACT', 'PUBLIC', 'VIRTUAL']",Class Document abstract class protected string Html public virtual string throw new Interface string class DocumentAdapter protected DocumentBase switch case DocumentType,DocumentType
1181,"['UPCOMING', 'SMALL', 'LARGE']",Hydrogen is the new and upcoming fuel for small and large vehicle transportation,Hydrogen
1182,"['LARGE', 'SMALL', 'ECONOMIC']",Trump believes that the tax cuts for large and small businesses will create economic growth and increased tax revenue,Trump
1183,"['SYNTHETIC', 'LIQUID', 'NATURAL']",The Electrolytic Cation Exchange Module is being used by Navy research to produce synthetic fuel liquid natural gas and hydrogen from salt water,Module
1184,"['INNER', 'ELECTRICAL', 'OUTSIDE']",A three layer core is The inner layer based on electrical an fuel layer with nickel and Nickel 63 isotope with the nickel at 20 microns and and a outside layer called the monazite layer used to transfer heat,Nickel
1185,"['GREAT', 'CHARISMATIC', 'INFLUENTIAL', 'REPUBLICAN']",He displaces the great Republican Ronald as the most charismatic and influential president to advocate Republican values and principles,Ronald
1186,"['STRONG', 'ILLEGAL', 'EXCESS', 'NATIONAL']",Trump supports gun reform for student a strong stopping illegal removal of excess government and elimination of national debt,Trump
1187,"['AMERICAN', 'UNIQUE', 'ETERNAL', 'JOINT']",The American religion is unique teaching the doctrine of baptism for the eternal infant salvation before the age of exaltation of joint heir creation facts and the debunking of and the rise and fall of four civilizations in North America,America
1188,"['INTENSE', 'SECRET', 'OTHER']",The stories of the Book of Mormon highlight the intense betrayal of the gadianton thieves amongst themselves as priests of the secret society murder each other in secret passages,Mormon
1189,"['CHINESE', 'NECESSARY', 'UNFAIR']",Trump said a tariff on Chinese imports would be necessary to stop this unfair trade practice,Trump
1190,"['CHINESE', 'NECESSARY', 'UNFAIR']",Trump said a tariff on Chinese imports would be necessary to stop this unfair trade practice,Trump
1191,"['PUBLIC', 'PARTIAL', 'PRIVATE']",public partial class Form1 colWords new string int Thread Thread Thread Thread private void Random ran new int index ran,Random
1192,"['EUROPEAN', 'JAPANESE', 'EXPENSIVE']",The European and Japanese countries would not want China to buy up their currencies with money from USG bond sales because their exports would become more expensive as their currencies increased in value and exports would decrease for would happen if China sold USG bonds and bought hard Commodity prices would go up,Commodity
1193,"['VIRTUAL', 'EAGER', 'FOREIGN']",It also has the virtual ICollections for eager or lazy loading of the associated dependency tables defined by the foreign Key constraint,ICollections
1194,"['PUBLIC', 'CUSTOMERADDRESSID', 'VIRTUAL']",EventDateTime public ServiceId public DurationMinutes public CustomerAddressId public virtual AddressBook CustomerAddressBook public virtual AddressBook EmployeeAddressBook public virtual ServiceInformation ServiceInformation async var list await base,ServiceInformation
1195,"['PUBLIC', 'ADDRESSID', 'PRIVATE']",class public long AddressId public string Name public string FirstName public string LastName public string Company public string CellPhone public string MailingCity public string MailingState public string MailingAddress public string MailingZipcode public string BillingCity public string BillingState public string BillingZipcode public string BillingAddress private void EventArgs int addressId AddressBook formData new if,AddressBook
1196,"['PUBLIC', 'ABSTRACT', 'DYNAMIC']",a Class public abstract class public bool return public IsA new their public abstract string Class public class Dog object public Breed Sex Color Age new IsA HasA public dynamic IsA HasA public override string return public bool return public bool dynamic dogIsA if,Color
1197,"['PUBLIC', 'ABSTRACT', 'APPLICATIONVIEWFACTORY']",Factory public abstract class public abstract SupervisorView Supervisor public abstract EmployeeView public abstract class BusinessViewFactory public class ApplicationViewFactory public override SupervisorView Supervisor return new public override EmployeeView return new Business public class SupervisorView public public this,SupervisorView
1198,"['PUBLIC', 'GLDATE', 'SUPPLIERID']",public PurchaseOrderId public string DocType public string PaymentTerms public GrossAmount public string Remark public GLDate public long AccountId public long SupplierId public string SupplierName public ContractId public POQuoteId public string Description public string PONumber public string TakenBy public string ShippedToName public string ShippedToAddress1 public string ShippedToAddress2 public string ShippedToCity public string ShippedToState public string ShippedToZipcode public BuyerId public RequestedDate public PromisedDeliveredDate public Tax public string TaxCode public TransactionDate public AmountReceived public AmountPaid public public class public public this,AmountPaid
1199,"['INCOMING', 'DICTIONARY', 'DIFFERENT']",The OnChangeFile compares the incoming FileInfo structure of files being scanned in the directory against the dictionary dictFiles to determine LastTimeWrite is different,OnChangeFile
1200,"['PUBLIC', 'PRIVATE', 'ICUSTOMER']",public interface ICustomer public class CustomerModule private FluentCustomer public ICustomer new return as public AccountReceivableViews get return,FluentCustomer
1201,"['PUBLIC', 'CONCRETE', 'ABSTRACT']",public interface ICustomer ICustomer ICustomer ICustomer ICustomer ICustomerQuery concrete public abstract class public string var st new return st,return
1202,"['PUBLIC', 'RANGESTARTDATE', 'RANGEENDDATE']",public long BudgetId public BudgetHours public BudgetAmount public ActualHours public ActualAmount public AccountId public string AccountDescription public string CompanyNumber public string BusUnit public string ObjectNumber public string Subsidiary public RangeId public RangeStartDate public RangeEndDate public string CompanyCode public string SupervisorCode public ProjectedHours public ProjectedAmount first modelBuilder,ProjectedAmount
1203,"['ANGULAR', 'LOCAL', 'DATASERVICE']",of the process flow begins with angular component making a get request to an local web api controller called budgetController this mvc webapi controller then calls the lssWebApiController using a dataservice class that I created and invokes the budget module query to return a list of budgets,webapi
1204,"['PUBLIC', 'RANGESTARTDATE', 'RANGEENDDATE']",public long BudgetId public BudgetHours public BudgetAmount public ActualHours public ActualAmount public AccountId public string AccountDescription public string CompanyNumber public string BusUnit public string ObjectNumber public string Subsidiary public RangeId public RangeStartDate public RangeEndDate public string CompanyCode public string SupervisorCode public ProjectedHours public ProjectedAmount,ProjectedAmount
1205,"['PUBLIC', 'FIRST', 'GENERAL', 'PARTIAL', 'ADDRESSID', 'VIRTUAL']",public if ledgers new public long AccountId public FiscalPeriod public FiscalYear public string Description public Amount public ledgers get return Framework Code first General partial class public CustomerLedger new SupplierLedger new public long GeneralLedgerId public long DocNumber public string DocType public decimal Amount public string LedgerType public DateTime Gldate public long AccountId public DateTime CreatedDate public long AddressId public string Comment public DebitAmount public CreditAmount public FiscalYear public FiscalPeriod public string CheckNumber public string PurchaseOrderNumber public Units public virtual ChartOfAccts Account public virtual AddressBook Address public virtual CustomerLedger public virtual SupplierLedger class public public this,SupplierLedger
